,playerID,FPCT,POS,G,SH,OBP,AB/G,HR/G,SB/G,RBI/G,IBB/G,SF/G,debut,finalGame,weight,servingDays,debutAge,inducted
4120,limajo01,0.9672426925424032,P,351,44.0,0.15,0.8319088319088319,0.0,0.0,0.02849002849002849,0.0,0.002849002849002849,1994-04-20,2006-07-07,170.0,4461.0,22.315068493150687,N
4121,limmelo01,0.9879001756868869,1B,209,7.0,0.28523489932885904,2.535885167464115,0.09090909090909091,0.014354066985645933,0.2966507177033493,0.0,0.014354066985645933,1951-04-22,1954-09-26,190.0,1253.0,26.32054794520548,N
4122,linarru01,0.9803240740740741,OF,207,2.0,0.2991304347826087,2.632850241545894,0.05314009661835749,0.07246376811594203,0.30434782608695654,0.00966183574879227,0.024154589371980676,1981-04-10,1985-10-06,170.0,1640.0,30.293150684931508,N
4123,linch01,1.0,OF,9,0.0,0.25,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,2012-04-14,2012-10-01,180.0,170.0,24.301369863013697,N
4124,lincomi01,0.9389838556505224,P,263,1.0,0.06666666666666667,0.057034220532319393,0.0,0.0,0.0,0.0,0.0,1999-04-07,2010-05-31,211.0,4072.0,24.279452054794522,N
4125,lindbpa01,0.9767810795063299,P,657,5.0,0.20588235294117646,0.2024353120243531,0.0015220700152207,0.0,0.0091324200913242,0.0,0.0015220700152207,1965-09-15,1978-10-01,185.0,4764.0,24.720547945205478,N
4126,lindeji01,0.9776071348079461,OF,351,6.0,0.28904109589041094,1.9259259259259258,0.05982905982905983,0.011396011396011397,0.2535612535612536,0.008547008547008548,0.022792022792022793,1986-09-03,1994-08-11,200.0,2899.0,24.687671232876713,N
4127,lindely01,0.5,P,4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1947-09-11,1948-05-09,185.0,241.0,27.71232876712329,N
4128,lindeto01,0.9735937679001031,OF,270,5.0,0.30324909747292417,1.8592592592592592,0.02962962962962963,0.02962962962962963,0.13333333333333333,0.003703703703703704,0.0,2003-08-18,2007-09-30,225.0,1504.0,23.643835616438356,N
4129,lindewa01,1.0,C,3,0.0,0.5,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1950-04-30,1950-05-08,190.0,8.0,26.345205479452055,N
4130,lindja01,0.9594594594594594,SS,26,0.0,0.23809523809523808,1.4230769230769231,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,1974-09-10,1975-09-22,170.0,377.0,28.70958904109589,N
4131,lindjo01,0.9903369031330242,2B,1044,69.0,0.29458153141694227,3.5220306513409962,0.008620689655172414,0.05938697318007663,0.3103448275862069,0.04789272030651341,0.029693486590038315,1987-08-28,1995-08-29,155.0,2923.0,23.671232876712327,N
4132,lindqca01,1.0,P,7,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,1943-09-27,1944-06-04,185.0,251.0,24.753424657534246,N
4133,lindsbi02,1.0,C,9,2.0,0.17647058823529413,1.7777777777777777,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,1987-07-18,1987-08-18,195.0,31.0,27.561643835616437,N
