,playerID,ERA,WHIP,W-L,G,debut,finalGame,weight,servingDays,debutAge,inducted
0,aasedo01,3.4930769230769227,1.3900240384615383,0.5238095238095238,448,1977-07-26,1990-10-03,190.0,4817.0,23.58082191780822,N
1,abbotgl01,4.331666666666667,1.3662519440124417,0.42758620689655175,248,1973-07-29,1984-08-08,200.0,4028.0,22.589041095890412,N
2,abbotji01,4.496363636363636,1.433094384707288,0.4461538461538462,263,1989-04-08,1999-07-21,200.0,3756.0,22.28219178082192,N
3,abbotky01,8.4425,1.5431654676258995,0.19047619047619047,57,1991-09-10,1996-08-24,200.0,1810.0,23.706849315068492,N
4,abbotpa01,5.511666666666667,1.4916743755781687,0.5375,162,1990-08-21,2004-08-07,185.0,5100.0,23.65205479452055,N
5,aberal01,5.44375,1.433219178082192,0.4897959183673469,168,1950-09-15,1957-09-11,195.0,2553.0,23.720547945205478,N
6,abernte01,8.673333333333334,2.3606557377049184,0.0,7,1942-09-19,1944-04-29,210.0,588.0,21.72876712328767,N
7,abernte02,3.9652941176470593,1.3958756898054023,0.4772727272727273,681,1955-04-13,1972-09-30,215.0,6380.0,22.293150684931508,N
8,abernwo01,6.1899999999999995,1.119047619047619,0.5,16,1946-07-28,1947-04-17,170.0,263.0,31.59178082191781,N
9,abregjo01,6.38,1.8333333333333335,0.5,6,1985-09-04,1985-10-03,185.0,29.0,23.69041095890411,N
10,abreuwi01,10.412500000000001,1.7142857142857142,0.0,38,2006-08-06,2009-07-25,170.0,1084.0,29.613698630136987,N
11,accarje01,5.348999999999999,1.401639344262295,0.3333333333333333,262,2005-05-04,2012-09-27,195.0,2703.0,24.353424657534248,N
12,acevejo01,5.55,1.4470588235294115,0.4186046511627907,104,2001-06-19,2005-09-29,185.0,1563.0,24.47945205479452,N
13,aceveju01,4.508,1.4438596491228073,0.4117647058823529,367,1995-04-30,2003-08-05,245.0,3019.0,25.34246575342466,N
14,ackerji01,3.9600000000000004,1.3789163287873203,0.4024390243902439,467,1983-04-07,1992-06-14,210.0,3356.0,25.279452054794522,N
15,ackerto01,4.0025,1.3540753724802805,0.59375,153,1956-04-20,1959-09-20,215.0,1248.0,26.317808219178083,N
16,acklefr01,5.305,1.4482758620689655,1.0,5,1963-09-21,1964-05-09,202.0,231.0,26.736986301369864,N
17,acostcy01,3.4400000000000004,1.1827956989247312,0.5909090909090909,107,1972-06-04,1975-05-05,165.0,1065.0,26.44109589041096,N
18,acosted01,6.896666666666667,1.394673123486683,0.4,57,1970-09-07,1972-10-04,215.0,758.0,26.7013698630137,N
19,acostma01,3.841666666666667,1.4153225806451615,0.5,233,2007-08-12,2012-10-03,215.0,1879.0,26.627397260273973,N
20,acrema01,5.245000000000001,1.5984251968503935,0.6,114,1994-05-13,1997-05-10,235.0,1093.0,26.38082191780822,N
21,adamsjo02,6.373333333333334,1.4320241691842903,0.45454545454545453,44,1996-04-10,1998-04-26,185.0,746.0,25.29041095890411,N
22,adamsmi01,7.423333333333335,1.973684210526316,0.0,11,1967-07-01,1969-05-07,185.0,676.0,20.50958904109589,N
23,adamsre01,8.25,2.083333333333333,0.0,8,1946-05-05,1946-07-02,185.0,58.0,25.356164383561644,N
24,adamste01,5.0058333333333325,1.4608895705521472,0.4513274336283185,574,1995-08-10,2005-05-23,180.0,3574.0,22.61917808219178,N
25,adamswi02,6.095,1.5148514851485149,0.4,25,1996-06-11,1997-08-14,215.0,429.0,24.46027397260274,N
26,adenhni01,4.5,2.2777777777777777,1.0,4,2008-05-01,2009-04-08,185.0,342.0,22.345205479452055,N
27,adkinde01,6.079999999999999,1.6565656565656566,0.3333333333333333,38,1942-09-19,1949-10-02,195.0,2570.0,24.731506849315068,N
28,adkinjo01,4.09,1.5072115384615383,0.5,119,2003-08-14,2008-09-27,200.0,1871.0,26.632876712328766,N
29,adkinst01,6.38,2.0,0.3333333333333333,5,1990-09-12,1990-10-03,210.0,21.0,26.715068493150685,N
30,agostju01,5.676666666666667,1.4161788185204898,0.547945205479452,543,1981-09-07,1993-06-19,190.0,4303.0,23.698630136986303,N
31,aguilri01,3.496315789473685,1.226639132679401,0.5149700598802395,737,1985-06-12,2000-09-06,195.0,5565.0,24.46027397260274,N
32,aguirha01,3.2118749999999996,1.2321298764235522,0.5102040816326531,447,1955-09-10,1970-06-24,205.0,5401.0,24.706849315068492,N
33,ahearpa01,11.7,2.5,0.0,4,1995-06-14,1995-06-30,195.0,16.0,26.465753424657535,N
34,ainswku01,8.134,1.5552631578947367,0.4285714285714286,30,2001-09-05,2004-05-14,192.0,982.0,23.693150684931506,N
35,akerfda01,5.159999999999999,1.4679029957203995,0.4736842105263158,125,1986-08-01,1991-07-02,210.0,1796.0,24.5972602739726,N
36,akerja01,3.8542857142857145,1.2774798927613942,0.5108695652173914,496,1964-05-03,1974-09-27,190.0,3799.0,24.353424657534248,N
37,albaljo01,4.808,1.4217391304347826,0.6666666666666667,66,2007-09-05,2012-07-20,270.0,1780.0,25.693150684931506,N
38,alberjo01,7.043333333333334,1.9371428571428573,0.0,27,1995-04-27,1997-08-05,190.0,831.0,26.334246575342465,N
39,albreed01,5.4,1.5428571428571427,0.5,3,1949-10-02,1950-04-26,165.0,206.0,20.764383561643836,N
40,alburvi01,3.7325000000000004,1.4973166368515205,0.5142857142857142,102,1973-08-07,1976-09-26,190.0,1146.0,26.616438356164384,N
41,alcalsa01,5.043333333333334,1.5160427807486632,0.5599999999999999,68,1976-04-10,1977-09-25,195.0,533.0,24.29041095890411,N
42,alderda01,6.54,1.7943925233644857,0.0,16,1943-09-18,1944-07-05,190.0,291.0,25.72876712328767,N
43,aldresc01,6.163333333333334,1.6230820547031353,0.3389830508474576,229,1990-09-09,2000-05-29,195.0,3550.0,22.704109589041096,N
44,aldrija01,4.797499999999999,1.4539877300613497,0.5454545454545454,62,1987-06-05,1990-04-26,210.0,1056.0,26.44109589041096,N
45,alexabo01,11.25,2.2727272727272725,0.5,9,1955-04-11,1957-09-22,205.0,895.0,33.295890410958904,N
46,alexado01,3.854782608695652,1.2928833019895083,0.5271739130434783,562,1971-06-26,1989-09-27,190.0,6668.0,21.495890410958904,N
47,alexage01,13.316666666666668,1.6938775510204085,0.6666666666666666,36,1990-09-09,1992-06-30,190.0,660.0,22.704109589041096,N
48,alfonan01,4.358181818181818,1.5122349102773245,0.4861111111111111,592,1997-06-17,2007-09-23,250.0,3750.0,25.476712328767125,N
49,allarbr01,4.573333333333333,1.3379790940766552,0.4,19,1979-08-08,1981-06-10,175.0,672.0,21.613698630136987,N
50,allenbo04,4.2940000000000005,1.5328467153284668,0.3684210526315789,204,1961-04-14,1967-09-27,175.0,2357.0,24.2986301369863,N
51,allenll01,6.916666666666667,1.6378923766816142,0.24242424242424243,159,1969-09-01,1975-07-27,185.0,2155.0,19.67945205479452,N
52,allenne01,4.768571428571429,1.418549747048904,0.45312500000000006,434,1979-04-15,1989-09-19,185.0,3810.0,21.2986301369863,N
53,allisda01,7.36,1.9090909090909092,0.5,11,1991-04-12,1991-05-23,215.0,41.0,25.293150684931508,N
54,almanar01,4.321428571428571,1.5139751552795033,0.5185185185185185,254,1999-07-29,2005-07-20,205.0,2183.0,27.59178082191781,N
55,almanca01,5.463749999999999,1.397489539748954,0.5,210,1997-09-04,2005-04-30,166.0,2795.0,24.69041095890411,N
56,almonhe01,6.416666666666667,1.7999999999999998,0.2,50,1999-07-26,2003-09-28,190.0,1525.0,24.58082191780822,N
57,alomalu01,3.6500000000000004,1.3725212464589236,0.8571428571428571,116,1950-04-19,1953-08-30,195.0,1229.0,27.315068493150687,N
58,alstoga01,9.0,2.0,1.0,6,1996-06-06,1996-06-18,185.0,12.0,25.446575342465753,N
59,altampo01,4.203333333333333,1.2763636363636364,0.6363636363636364,65,1982-05-09,1984-06-08,175.0,761.0,30.372602739726027,N
60,alvarab01,12.143333333333333,2.516129032258064,0.0,4,2004-07-22,2006-05-21,190.0,668.0,22.56986301369863,N
61,alvarjo01,2.6375,1.3490759753593429,0.47058823529411764,99,1981-10-01,1989-06-24,170.0,2823.0,25.767123287671232,N
62,alvarju01,6.0874999999999995,1.6243093922651932,0.0,80,1999-09-01,2003-06-03,180.0,1371.0,26.682191780821917,N
63,alvarta01,4.875,1.56,0.3333333333333333,19,1995-08-21,1996-09-29,245.0,405.0,24.65205479452055,N
64,alvarvi01,8.530000000000001,1.625,0.0,9,2002-07-30,2003-08-26,150.0,392.0,26.594520547945205,N
65,alvarwi01,4.101428571428571,1.3898531375166887,0.5257731958762887,355,1989-07-24,2005-09-28,175.0,5910.0,19.572602739726026,N
66,amorvi01,5.215,1.8900000000000001,0.25,13,1955-04-16,1957-08-26,182.0,863.0,23.304109589041097,N
67,anderal02,5.373333333333334,1.3583061889250814,0.47572815533980584,150,1986-06-11,1991-10-06,178.0,1943.0,22.457534246575342,N
68,anderbo01,4.642857142857143,1.4000793021411577,0.43902439024390244,247,1957-07-31,1963-09-25,210.0,2247.0,22.594520547945205,N
69,anderbr02,4.835,1.3445378151260505,0.496969696969697,308,1993-09-10,2005-05-08,190.0,4258.0,21.706849315068492,N
70,anderbu01,3.715,1.4093959731543624,0.2857142857142857,64,1982-06-11,1983-10-02,210.0,478.0,26.46027397260274,N
71,andercr01,5.7075,1.5961871750433274,0.23333333333333334,82,1961-06-23,1964-05-31,205.0,1073.0,23.49041095890411,N
72,anderja01,15.6975,1.789473684210526,1.0,32,2003-03-31,2005-07-15,188.0,837.0,24.26027397260274,N
73,anderji02,5.611428571428571,1.5870069605568446,0.3472222222222222,122,1999-07-04,2004-07-21,195.0,1844.0,23.52054794520548,N
74,anderla01,4.796666666666667,1.693548387096774,0.4,16,1974-09-25,1977-06-26,190.0,1005.0,22.747945205479454,N
75,anderla02,3.3852631578947365,1.2488278633623575,0.5063291139240506,699,1975-09-05,1994-07-31,200.0,6904.0,22.69041095890411,N
76,anderma01,6.498571428571429,1.5818181818181816,0.6818181818181818,257,1998-06-25,2005-07-01,200.0,2563.0,22.495890410958904,N
77,anderri02,6.936666666666667,1.4586206896551723,0.5,28,1986-06-09,1988-07-28,175.0,780.0,30.457534246575342,N
78,andersc01,5.953333333333333,1.4451219512195121,0.3333333333333333,18,1987-04-08,1995-08-26,190.0,3062.0,25.28219178082192,N
79,andrecl01,10.02,2.080645161290323,0.3333333333333333,8,2000-04-16,2000-06-13,175.0,58.0,22.304109589041097,N
80,andrejo01,5.8,1.6222222222222222,0.0,22,1955-04-16,1955-07-16,200.0,91.0,32.30958904109589,N
81,andrejo02,4.42,1.4727272727272727,0.5,16,1973-04-08,1973-09-19,175.0,164.0,24.28219178082192,N
82,andujjo01,3.857142857142857,1.275894101254064,0.5183673469387755,407,1976-04-08,1988-09-30,170.0,4558.0,24.284931506849315,N
83,andujlu01,6.502,1.727027027027027,0.23076923076923075,35,1995-09-08,1998-06-28,175.0,1024.0,23.7013698630137,N
84,angelno01,3.58,1.728813559322034,0.6666666666666666,28,1972-07-22,1973-06-19,175.0,332.0,25.572602739726026,N
85,antonjo02,3.9600000000000004,1.2834197758072612,0.5338983050847458,403,1948-07-04,1961-09-04,185.0,4810.0,18.517808219178082,N
86,apodabo01,2.8075,1.2260147601476015,0.39024390243902446,184,1973-09-18,1977-09-18,170.0,1461.0,23.72876712328767,N
87,apontlu01,2.556,1.3181818181818181,0.6,110,1980-09-04,1984-07-06,185.0,1401.0,27.693150684931506,N
88,appieke01,4.9399999999999995,1.2938607757513487,0.5522875816993464,414,1989-06-04,2004-04-23,180.0,5437.0,22.438356164383563,N
89,aquingr01,6.138333333333333,1.6198704103671708,0.3333333333333333,145,2004-07-02,2009-06-17,190.0,1811.0,26.517808219178082,N
90,aquinlu01,4.917,1.359213759213759,0.49206349206349204,222,1986-08-08,1995-09-12,155.0,3322.0,22.616438356164384,N
91,archeji02,6.3149999999999995,1.3476394849785407,0.36,57,1961-04-30,1962-09-19,190.0,507.0,29.34794520547945,N
92,ariasal02,4.41,1.5267857142857142,0.6666666666666666,63,2007-05-01,2009-08-23,155.0,845.0,24.345205479452055,N
93,ariasru01,4.09,1.5681818181818181,1.0,34,1959-04-10,1959-08-26,165.0,138.0,28.29041095890411,N
94,arlicdo01,9.375,2.0999999999999996,0.0,8,1965-10-02,1966-08-04,185.0,306.0,22.767123287671232,N
95,arlinst01,5.258571428571428,1.4771766694843615,0.33663366336633666,141,1969-06-17,1974-09-14,195.0,1915.0,24.473972602739725,N
96,armasto02,4.541,1.428159884767735,0.4491525423728813,186,1999-08-16,2008-07-07,205.0,3248.0,21.635616438356163,N
97,armstja01,4.58,1.4313559322033897,0.380952380952381,153,1988-06-21,1994-04-17,220.0,2126.0,23.484931506849314,N
98,armstmi01,5.41125,1.3461538461538463,0.5277777777777778,198,1980-08-12,1987-07-05,193.0,2518.0,26.63013698630137,N
99,arnolja01,5.38,1.6338461538461537,0.2222222222222222,50,1999-04-20,2000-10-01,190.0,530.0,25.315068493150687,N
100,arnolto01,4.66,1.5829787234042554,0.0,38,1986-08-09,1987-10-03,170.0,420.0,27.621917808219177,N
101,arnsbbr01,5.906666666666666,1.5410526315789472,0.6,94,1986-09-06,1992-04-23,205.0,2056.0,23.695890410958903,N
102,arntzor01,4.22,1.4665314401622718,0.23529411764705882,32,1943-04-20,1943-09-26,200.0,159.0,34.320547945205476,N
103,arochre01,5.775,1.323262839879154,0.5142857142857142,124,1993-04-09,1997-06-06,180.0,1519.0,29.29041095890411,N
104,arredjo01,3.45,1.3272727272727274,0.6666666666666666,214,2008-05-14,2012-10-03,190.0,1603.0,24.383561643835616,N
105,arrigge01,6.658181818181819,1.4451612903225806,0.4666666666666666,195,1961-06-12,1970-06-05,185.0,3280.0,20.457534246575342,N
106,arrojro01,4.715000000000001,1.385714285714286,0.4878048780487805,158,1998-04-01,2002-09-22,215.0,1635.0,33.26849315068493,N
107,arroyfe01,5.5512500000000005,1.3982576228998136,0.3934426229508197,122,1975-06-28,1986-08-11,180.0,4062.0,23.504109589041096,N
108,arroylu01,5.11375,1.3776662484316184,0.5555555555555556,246,1955-04-20,1963-05-28,178.0,2960.0,28.317808219178083,N
109,arroyru01,5.4,1.9714285714285715,0.0,9,1971-06-01,1971-06-24,195.0,23.0,21.427397260273974,N
110,ascanjo01,6.076,1.6956521739130437,0.25,43,2007-07-13,2011-06-05,195.0,1423.0,22.542465753424658,N
111,asencmi01,5.006666666666667,1.6059479553903344,0.4666666666666667,42,2002-04-06,2006-04-29,190.0,1484.0,22.276712328767122,N
112,ashbyan01,4.445,1.323821796759941,0.47115384615384615,313,1991-06-10,2004-09-14,180.0,4845.0,24.454794520547946,N
113,assenpa01,3.753125,1.3229450720685625,0.580952380952381,884,1986-04-12,1999-10-03,195.0,4922.0,26.295890410958904,N
114,astacez01,8.395,1.5923076923076924,0.45454545454545453,28,2005-05-03,2006-05-10,200.0,372.0,26.353424657534248,N
115,astacpe01,4.931111111111111,1.3738998482549318,0.5098814229249011,395,1992-07-03,2006-09-27,174.0,5199.0,24.52054794520548,N
116,atherke01,4.14,1.3437316068275456,0.44594594594594594,342,1983-07-14,1989-08-05,200.0,2214.0,24.54794520547945,N
117,atilalu01,5.15,1.4941634241245136,0.46153846153846156,16,2010-04-23,2010-07-20,220.0,88.0,25.323287671232876,N
118,atkinbi01,2.4250000000000003,1.2963800904977376,0.7333333333333333,99,1976-09-18,1979-09-26,165.0,1103.0,22.72876712328767,N
119,atkinja01,3.67,1.7333333333333332,0.0,4,1950-09-29,1952-05-10,205.0,589.0,29.76164383561644,N
120,aucoide01,3.38,1.5,0.0,2,1996-05-21,1996-05-25,235.0,4.0,26.4027397260274,N
121,augenbr01,8.735,1.8970588235294117,0.0,12,2009-05-13,2011-04-12,230.0,699.0,23.378082191780823,N
122,augusdo01,5.1049999999999995,1.4749999999999999,0.53125,88,1988-06-02,1991-10-01,190.0,1216.0,25.435616438356163,N
123,augusje01,3.843,1.4491525423728815,0.4824561403508772,279,1975-09-09,1984-04-11,183.0,3137.0,23.704109589041096,N
124,ausanjo01,5.45,1.6312499999999999,0.8,41,1994-07-14,1995-09-15,205.0,428.0,29.55068493150685,N
125,austde01,5.715,1.5294117647058822,0.0,15,1965-09-06,1966-05-07,180.0,243.0,25.698630136986303,N
126,austije01,6.343333333333334,1.683673469387755,0.4,38,2001-06-26,2003-05-28,185.0,701.0,25.5013698630137,N
127,austiji02,4.66,1.3,0.6000000000000001,83,1991-07-04,1993-07-20,200.0,747.0,28.523287671232875,N
128,austiri01,4.7475,1.6102941176470589,0.3333333333333333,89,1970-06-21,1976-06-27,190.0,2198.0,24.484931506849314,N
129,autryal01,5.4,1.4,1.0,1,1976-09-14,1976-09-14,225.0,0.0,24.720547945205478,N
130,averyst01,4.597272727272728,1.3494854202401372,0.5363128491620112,306,1990-06-13,2003-07-20,180.0,4785.0,20.46027397260274,N
131,ayalabo01,4.524444444444445,1.4340277777777777,0.4567901234567901,406,1992-09-05,1999-10-02,190.0,2583.0,23.693150684931506,N
132,aybarma01,6.025,1.4961636828644502,0.4857142857142857,210,1997-08-04,2005-06-10,165.0,2867.0,25.60821917808219,N
133,ayersbi01,8.15,1.6981132075471699,0.0,13,1947-04-17,1947-07-13,185.0,87.0,28.30958904109589,N
134,ayraubo01,5.3,1.3772727272727274,0.625,54,1992-06-07,1993-07-25,230.0,413.0,26.44931506849315,N
135,babcobo01,5.653333333333333,1.3779069767441863,0.4,39,1979-07-22,1981-06-11,210.0,690.0,30.572602739726026,N
136,backebr01,5.67375,1.5456852791878175,0.5166666666666667,153,2002-07-19,2009-06-18,182.0,2526.0,24.561643835616437,N
137,bacsimi01,7.188,1.5347490347490347,0.5714285714285715,73,1975-06-15,1980-08-09,180.0,1882.0,23.46849315068493,N
138,bacsimi02,6.654000000000001,1.4861111111111112,0.4347826086956522,51,2001-08-05,2007-09-30,225.0,2247.0,24.60821917808219,N
139,baczefr01,8.2525,1.4928400954653938,0.6296296296296297,63,1953-04-26,1955-04-16,185.0,720.0,27.334246575342465,N
140,baekch01,4.872000000000001,1.3408820023837902,0.47058823529411764,61,2004-08-08,2008-09-28,190.0,1512.0,24.61917808219178,N
141,baezda01,4.462727272727273,1.3486370157819225,0.41237113402061853,533,2001-05-13,2011-07-16,225.0,3716.0,24.378082191780823,N
142,bahnsst01,3.8157894736842106,1.3301700276789246,0.4949152542372881,575,1966-09-09,1982-10-02,185.0,5867.0,22.704109589041096,N
143,bahred01,3.61,1.3926940639269405,0.5,50,1946-05-01,1947-07-04,172.0,429.0,27.34794520547945,N
144,baileco01,5.6175,1.5652173913043477,0.47368421052631576,172,1993-09-01,2002-07-03,195.0,3227.0,22.682191780821917,N
145,baileho01,4.08,1.348314606741573,0.4,50,1981-04-12,1983-10-01,195.0,902.0,24.293150684931508,N
146,baileji01,6.17,1.9714285714285715,0.0,3,1959-09-10,1959-09-20,210.0,10.0,25.706849315068492,N
147,bailero01,5.170000000000001,1.553370786516854,0.4864864864864865,93,1995-04-27,1997-09-24,180.0,881.0,25.334246575342465,N
148,bailesc01,5.122222222222223,1.4919077979401667,0.46987951807228917,343,1986-04-09,1998-09-27,170.0,4554.0,25.284931506849315,N
149,bailest01,3.75,1.5789473684210527,0.25,34,1967-04-14,1968-09-26,194.0,531.0,25.2986301369863,N
150,bairdbo01,7.23,1.7910447761194028,0.0,8,1962-09-03,1963-09-27,195.0,389.0,22.687671232876713,N
151,bairdo01,3.798333333333334,1.368035190615836,0.5612244897959183,584,1976-09-13,1990-10-03,170.0,5133.0,27.71780821917808,N
152,bajenje01,17.676666666666666,2.1219512195121952,0.0,14,2004-09-04,2006-08-07,190.0,702.0,26.693150684931506,N
153,bakerst01,4.3759999999999994,1.6413502109704643,0.30434782608695654,84,1978-05-25,1983-09-27,185.0,1951.0,22.410958904109588,N
154,bakerto02,3.0,1.5,0.0,10,1963-08-02,1963-09-14,195.0,43.0,29.602739726027398,N
155,baldsja01,4.515555555555555,1.3991477272727273,0.5393258426966292,457,1961-04-28,1970-08-21,175.0,3402.0,25.339726027397262,N
156,baldwda01,3.305,1.241839762611276,0.35294117647058826,176,1966-09-06,1973-08-07,200.0,2527.0,28.698630136986303,N
157,baldwja01,6.0164285714285715,1.4584173387096773,0.5163398692810458,266,1995-04-30,2005-09-29,210.0,3805.0,24.34246575342466,N
158,baldwri01,3.3866666666666667,1.3576642335766422,0.3636363636363636,105,1975-04-10,1977-10-02,180.0,906.0,22.284931506849315,N
159,balejo01,7.128571428571428,1.4856046065259114,0.3,109,1999-09-30,2009-10-02,210.0,3655.0,25.76164383561644,N
160,ballaje01,5.21,1.4780172413793105,0.43617021276595747,197,1987-05-09,1994-07-08,195.0,2617.0,24.367123287671234,N
161,balleja01,7.095,1.5863539445628998,0.3076923076923077,94,1982-09-19,1992-08-31,215.0,3634.0,22.731506849315068,N
162,ballima01,4.67,1.2403846153846154,0.3333333333333333,18,1971-08-06,1971-09-25,205.0,50.0,22.60821917808219,N
163,balsato01,6.44,1.8409090909090908,0.0,18,1962-04-14,1962-06-26,185.0,73.0,25.2986301369863,N
164,baneed01,4.296666666666667,1.583333333333333,0.35000000000000003,45,1973-07-04,1976-09-12,160.0,1166.0,21.52054794520548,N
165,baneydi01,4.093333333333334,1.4169741697416973,0.8,42,1969-07-11,1974-10-02,185.0,1909.0,23.53972602739726,N
166,bankhda01,9.376666666666667,1.767391304347826,0.6428571428571428,62,1947-08-26,1951-07-18,184.0,1422.0,27.66849315068493,N
167,bankhsc01,4.939,1.293007769145394,0.5428571428571429,267,1986-05-25,1995-07-18,175.0,3341.0,23.410958904109588,N
168,banksjo01,8.19,1.5502793296089385,0.3333333333333333,30,2007-09-11,2010-06-26,215.0,1019.0,25.70958904109589,N
169,bankswi01,5.314166666666667,1.5303113052976514,0.4583333333333333,184,1991-07-31,2002-09-26,190.0,4075.0,22.59178082191781,N
170,bannibr01,4.991999999999999,1.4205794205794207,0.4252873563218391,117,2006-04-05,2010-09-17,202.0,1626.0,25.273972602739725,N
171,bannifl01,4.2459999999999996,1.3257956448911221,0.483754512635379,431,1977-04-19,1992-08-10,190.0,5592.0,22.312328767123287,N
172,bantaja01,5.715,1.4120521172638436,0.5384615384615384,69,1947-09-18,1950-06-21,175.0,1007.0,22.726027397260275,N
173,baptitr01,5.67,1.6666666666666667,0.0,13,1998-08-01,1998-09-23,195.0,53.0,27.6,N
174,barbebr02,8.965,1.6774193548387095,0.38461538461538464,26,1995-08-12,1999-08-01,175.0,1450.0,22.624657534246577,N
175,barbest01,4.0872222222222225,1.3846923461730865,0.5330396475770925,466,1960-04-21,1974-07-31,195.0,5214.0,22.317808219178083,N
176,barbest02,5.390000000000001,1.6666666666666667,1.0,25,1970-04-09,1971-05-06,190.0,392.0,22.284931506849315,N
177,barcelo01,5.8,1.2878787878787878,0.625,43,2000-07-22,2002-04-19,230.0,636.0,23.56986301369863,N
178,barclcu01,20.083333333333332,1.3494983277591972,0.5263157894736842,44,1957-04-21,1959-04-16,210.0,725.0,26.32054794520548,N
179,barera01,5.626,1.5235294117647058,0.38095238095238093,88,1972-07-30,1977-05-03,185.0,1738.0,23.59178082191781,N
180,barfijo01,5.126666666666666,1.3779904306220094,0.5,65,1989-09-07,1991-08-01,195.0,693.0,25.7013698630137,N
181,bargagr01,6.743333333333332,1.6626506024096384,0.4,33,1983-07-17,1986-10-02,185.0,1173.0,24.556164383561644,N
182,barkele01,4.2725,1.3613699320070511,0.49333333333333335,248,1976-09-14,1987-09-26,225.0,4029.0,21.71780821917808,N
183,barklje01,6.01,1.3111111111111111,0.0,24,1984-09-16,1985-07-26,185.0,313.0,25.726027397260275,N
184,barlomi01,4.5285714285714285,1.5527027027027025,0.625,133,1975-06-18,1981-06-08,210.0,2182.0,27.47945205479452,N
185,barnebr01,4.515,1.3978671041837571,0.3888888888888889,116,1990-09-14,1994-07-01,170.0,1386.0,23.71780821917808,N
186,barnefr02,5.2,2.0181818181818185,0.25,21,1957-09-22,1960-05-14,170.0,965.0,31.745205479452054,N
187,barnere02,5.1499999999999995,1.479085331846068,0.5303030303030303,155,1943-08-18,1950-09-04,185.0,2574.0,19.64109589041096,N
188,barneri01,5.85,1.8488372093023255,0.25,10,1982-07-18,1983-09-25,186.0,434.0,23.55890410958904,N
189,barojsa01,4.808333333333334,1.417948717948718,0.46153846153846156,179,1982-04-11,1988-09-26,160.0,2360.0,25.29041095890411,N
190,baronda01,5.71,1.6829268292682928,0.25,16,2007-08-10,2007-09-26,185.0,47.0,24.621917808219177,N
191,barrifr01,7.431428571428571,1.3426183844011144,0.5,129,1974-08-18,1981-06-03,155.0,2481.0,21.64109589041096,N
192,barrji01,3.688333333333333,1.27775984506133,0.4741784037558685,481,1971-07-31,1983-10-02,205.0,4446.0,23.594520547945205,N
193,barrst01,4.053333333333334,1.7330677290836651,0.3,24,1974-10-01,1976-09-29,200.0,729.0,23.764383561643836,N
194,barryke01,14.055,1.6626506024096386,0.5,20,2006-06-26,2007-05-13,235.0,321.0,28.5013698630137,N
195,barthbo01,4.66,1.8620689655172415,0.5,7,1944-07-04,1944-09-27,185.0,85.0,20.52054794520548,N
196,barthji01,10.45,2.32258064516129,0.0,3,2008-06-27,2008-09-27,205.0,92.0,24.504109589041096,N
197,bartocl01,5.075,1.7179487179487178,0.3333333333333333,53,2004-05-15,2005-06-18,175.0,399.0,25.386301369863013,N
198,bartosh01,5.633333333333333,1.4307692307692308,0.6666666666666666,73,1992-08-06,1996-09-06,195.0,1492.0,29.616438356164384,N
199,bassbr01,6.6875,1.6284153005464481,0.5625,101,2008-04-01,2010-09-08,215.0,890.0,26.265753424657536,N
200,bassno01,7.506666666666668,1.6084099868593955,0.4333333333333333,66,1961-04-23,1963-04-26,205.0,733.0,22.323287671232876,N
201,batchri01,5.404999999999999,1.5093167701863353,0.8333333333333334,43,1993-09-03,1997-07-15,195.0,1411.0,26.69041095890411,N
202,batismi01,5.1780952380952385,1.4925881751576076,0.4700460829493088,658,1992-04-11,2012-09-11,210.0,7458.0,21.29041095890411,N
203,bauerri01,6.377142857142857,1.3974763406940063,0.44,187,2001-09-02,2008-06-29,215.0,2492.0,24.684931506849313,N
204,baumafr01,4.510909090909091,1.4498327759197323,0.5421686746987951,246,1955-07-31,1965-05-08,205.0,3569.0,22.59178082191781,N
205,baumgro01,4.694000000000001,1.419246298788695,0.3793103448275862,92,1978-08-16,1982-08-23,180.0,1468.0,23.638356164383563,N
206,bautaed01,4.545000000000001,1.4630872483221478,0.5,97,1960-07-06,1964-05-09,200.0,1403.0,25.528767123287672,N
207,bautide01,9.025999999999998,1.6880597014925376,0.4230769230769231,131,2004-05-25,2010-08-04,190.0,2262.0,22.410958904109588,N
208,bautijo01,6.031,1.3169664560038894,0.43243243243243246,315,1988-04-09,1997-09-25,177.0,3456.0,24.28767123287671,N
209,baylijo01,5.763333333333333,1.6250000000000002,0.5555555555555556,61,2005-06-21,2007-08-03,200.0,773.0,25.487671232876714,N
210,bazaryo01,13.940000000000001,1.6906077348066297,0.42857142857142855,25,2005-05-26,2009-10-03,230.0,1591.0,21.413698630136988,N
211,beamoch01,3.64,1.4018691588785046,0.5,28,1956-09-26,1958-09-13,195.0,717.0,22.75068493150685,N
212,beamtj01,6.32,1.492146596858639,0.6666666666666666,52,2006-06-17,2008-09-28,215.0,834.0,26.476712328767125,N
213,beanco01,8.5,2.4285714285714284,0.0,6,2005-04-26,2007-05-04,255.0,738.0,28.334246575342465,N
214,beardda01,4.635714285714286,1.4437726723095528,0.4871794871794872,172,1980-07-16,1989-07-21,190.0,3292.0,21.553424657534247,N
215,beardge01,14.147777777777778,1.5551797040169135,0.5421686746987953,212,1947-05-10,1953-09-05,198.0,2310.0,27.372602739726027,N
